Maximum_speed (km/h),Average_speed (km/h),Std_speed,Avg_acc (m/s^2),Std_acc,Mean_pos_acc,Mean_neg_acc,Avg_abs_jerk,Std_abs_jerk,Brake_time_pct,Acc_time_pct,Decel_time_pct,Const_speed_pct
106.46,80.58,4.82,2.05,0.45,0.85,-1.07,1.66,1.09,5.89,36.57,21.61,43.85
121.14,87.62,12.8,-1.11,0.63,0.61,-1.13,2.89,0.8,5.32,26.12,29.68,45.84
102.82,75.27,10.52,0.34,0.72,1.33,-1.16,1.16,1.18,2.48,39.99,24.16,39.56
56.96,35.13,15.69,-0.35,0.55,0.73,-0.84,3.32,0.66,18.07,31.24,23.89,46.36
80.33,45.07,15.39,0.88,0.64,1.71,-0.36,2.71,0.89,8.82,24.91,22.28,53.45
85.42,53.46,9.77,0.18,0.58,1.25,-1.95,0.67,0.92,27.15,33.48,28.12,38.82
85.58,54.78,14.6,0.32,0.42,1.21,-1.23,2.11,1.03,10.23,34.49,27.59,36.65
92.09,60.52,11.73,-0.76,1.2,1.29,-1.82,2.15,0.5,5.74,27.57,20.29,53.25
87.25,49.66,13.19,-1.02,0.52,1.14,-0.52,4.1,0.84,16.87,37.06,23.3,41.9
112.9,66.62,4.5,1.25,0.56,1.12,-1.1,0.79,0.53,6.1,28.5,28.51,42.37
99.99,63.5,7.28,-1.7,0.61,1.07,-1.72,0.09,0.77,13.74,30.07,26.69,42.87
88.99,63.36,7.6,-1.24,1.13,0.85,-1.13,1.37,0.76,9.08,30.44,25.35,42.27
65.75,50.81,8.95,0.52,0.84,1.31,-1.7,1.5,0.96,18.7,35.13,34.92,30.32
55.6,34.34,11.42,-0.75,0.75,0.71,-2.24,2.55,1.34,14.74,30.4,31.54,37.74
77.12,53.95,13.06,0.74,0.85,1.52,-2.18,2.54,0.59,24.84,33.67,21.44,43.77
58.5,44.65,11.78,0.05,0.74,1.79,-0.93,0.49,1.11,3.04,38.08,32.44,29.07
117.32,92.91,9.39,0.45,0.42,1.19,-1.15,1.18,0.91,3.39,24.85,29.77,45.29
117.79,81.98,5.34,1.61,0.45,0.4,-1.0,2.16,1.43,11.1,38.77,21.33,42.92
59.13,34.71,13.55,0.16,0.93,1.72,-1.22,2.67,0.54,21.35,34.04,21.41,44.48
51.82,33.52,10.27,-1.37,0.31,1.12,-1.66,2.9,1.24,12.5,30.46,25.05,43.13
112.2,76.13,10.4,0.08,0.18,1.18,-1.54,1.7,0.41,11.88,30.87,25.5,46.69
68.81,40.85,15.73,0.22,0.42,1.31,-0.76,2.68,1.3,13.05,32.87,19.44,45.9
53.28,34.51,12.96,0.52,0.86,1.68,-1.44,3.06,0.59,26.63,28.16,27.13,45.37
69.18,51.11,9.4,-1.22,0.46,0.87,-1.0,2.01,1.0,17.63,32.61,22.81,43.24
99.32,72.94,12.61,-0.02,0.5,1.46,-0.76,1.88,0.69,7.76,32.76,21.25,46.79
109.16,88.14,13.18,-0.62,0.69,0.9,-1.24,1.53,1.3,9.88,29.02,28.18,40.0
84.45,65.35,13.42,1.14,0.53,1.4,-0.94,2.34,0.96,3.69,26.41,27.66,45.63
76.2,47.05,11.41,-0.5,0.91,1.81,-0.75,1.79,0.11,18.32,28.31,27.84,43.66
86.42,66.36,5.92,-0.43,0.76,1.15,-1.31,1.3,0.56,6.14,28.39,22.53,48.13
83.23,46.13,11.41,0.47,0.96,1.2,-1.31,2.89,0.52,10.78,25.06,26.95,47.91
93.09,71.98,6.6,0.72,0.57,1.15,-1.03,0.94,0.78,0.7,32.15,15.92,49.76
111.82,79.47,9.2,-0.28,0.42,0.64,-0.83,1.15,1.05,5.58,28.8,23.27,49.62
66.41,54.03,12.72,-0.3,0.62,0.81,-1.54,1.53,1.03,7.76,30.26,29.22,38.29
82.95,48.64,11.02,-0.01,0.61,1.26,-1.37,1.69,0.72,20.5,29.57,24.86,46.66
71.45,59.17,12.28,0.17,0.75,0.95,-1.37,2.66,0.85,11.96,29.19,17.54,53.52
94.95,65.75,13.54,0.95,0.28,1.25,-1.04,1.59,0.19,4.5,28.73,22.48,49.43
59.0,45.84,10.98,-0.21,0.87,1.53,-0.97,3.6,0.84,20.92,32.96,21.33,45.76
62.41,49.72,19.49,0.13,0.88,0.64,-1.0,3.02,1.24,22.74,26.8,27.09,45.41
111.23,61.53,9.53,0.6,0.45,1.33,-1.56,3.32,0.34,20.84,32.47,23.21,44.02
110.62,77.06,8.07,0.81,0.56,1.61,-1.61,1.79,0.55,4.48,36.42,26.32,36.42
69.89,47.13,11.6,0.78,0.98,1.26,-1.0,1.91,1.23,18.61,27.89,29.51,43.08
90.33,81.46,14.49,0.59,0.45,1.59,-1.39,2.41,0.35,2.44,23.6,26.12,46.8
102.99,72.92,10.34,0.12,0.84,1.64,-1.18,1.43,1.11,12.87,29.99,20.85,49.35
103.38,83.16,7.78,1.58,0.33,0.69,-1.7,0.8,0.55,6.0,33.32,25.77,38.98
55.7,37.66,8.4,-1.81,0.32,1.4,-1.05,2.56,0.79,14.04,32.5,22.81,47.95
40.54,35.3,20.08,-0.8,1.02,1.31,-1.1,2.83,0.62,20.37,29.31,28.91,43.69
52.77,34.5,14.84,0.67,0.75,1.25,-0.95,1.79,1.08,23.93,26.11,24.42,50.2
70.96,50.0,15.92,0.07,0.65,1.39,-1.32,2.97,0.82,9.04,26.51,26.74,44.05
67.71,54.27,12.88,-0.62,0.36,0.38,-1.32,3.12,1.15,17.27,28.4,32.37,37.74
93.84,71.19,8.9,0.91,0.72,1.37,-0.59,0.65,0.55,10.41,23.51,28.67,46.81
83.75,69.42,12.16,-0.62,0.54,1.2,-2.0,2.1,1.14,27.18,32.94,25.36,43.25
112.91,92.17,2.85,1.65,0.28,1.23,-1.69,1.01,0.38,8.97,28.07,30.5,39.77
85.39,47.09,9.86,1.93,0.32,1.57,-1.12,2.82,0.97,9.39,25.03,24.94,49.72
65.18,55.13,7.56,1.48,0.6,2.16,-1.21,3.31,0.54,17.82,38.8,20.9,42.74
89.44,50.92,10.16,0.56,0.88,0.31,-1.07,0.01,1.01,7.5,41.14,20.43,40.0
104.06,85.72,5.56,1.32,0.81,1.09,-0.71,2.6,0.65,8.38,23.64,22.44,51.02
75.66,41.66,15.37,0.24,0.36,1.51,-0.86,1.93,0.66,19.47,34.5,28.47,35.8
82.56,58.93,8.49,-0.94,0.55,1.18,-0.72,1.1,0.99,15.61,34.61,25.19,40.56
68.47,49.34,12.77,0.85,0.84,0.92,-1.31,3.23,0.52,6.4,26.15,28.51,42.66
64.6,38.63,17.42,-0.8,0.51,1.34,-1.15,3.56,0.78,18.01,25.76,26.99,47.83
88.64,68.24,12.02,-0.85,0.66,0.69,-0.85,1.13,1.28,13.7,32.31,23.1,41.51
76.21,44.9,11.19,0.39,0.47,1.79,-0.9,2.96,0.8,24.37,34.4,30.61,36.29
71.5,38.03,9.82,-0.32,0.33,1.67,-0.92,1.9,1.21,14.7,18.03,30.76,51.2
120.12,69.28,5.6,0.17,0.59,1.34,-1.87,0.11,0.25,3.2,26.38,24.86,47.2
52.02,44.02,13.77,0.45,0.23,1.19,-0.44,2.82,0.56,15.09,29.49,21.4,51.39
71.07,42.9,11.99,0.16,0.63,0.74,-0.99,3.14,0.31,16.0,28.26,21.73,50.63
124.24,91.99,16.6,-0.43,0.65,1.28,-1.93,3.06,0.65,19.69,29.05,27.17,43.65
61.56,50.03,9.07,-0.94,0.36,1.28,-1.82,3.86,0.46,18.33,30.49,23.45,45.74
77.63,54.1,16.08,-0.45,0.6,1.09,-2.09,4.12,0.41,17.67,36.37,24.97,39.42
73.86,50.27,7.81,1.39,0.94,1.72,-1.28,2.43,0.84,19.19,27.68,28.97,41.08
68.7,47.34,8.03,0.43,0.65,0.82,-1.01,1.4,0.32,14.91,33.06,24.75,44.61
93.5,73.03,10.0,0.45,1.13,1.49,-1.37,0.42,1.0,13.47,25.37,20.7,53.94
73.69,61.52,9.61,-0.56,0.35,1.5,-1.74,3.1,0.84,2.59,28.68,29.97,40.27
86.88,66.31,17.04,0.51,0.13,1.65,-1.58,2.51,1.0,16.01,25.06,25.38,50.06
54.03,37.36,13.08,0.59,0.81,1.49,-1.65,0.97,0.99,23.43,22.82,29.46,46.75
71.96,46.69,15.07,0.9,0.5,1.55,-1.8,3.08,0.57,18.27,25.23,26.05,52.21
110.79,74.58,18.64,0.49,0.64,1.38,-0.8,2.2,0.48,27.89,27.87,20.48,49.33
87.52,51.08,13.61,-0.49,0.69,1.0,-0.64,2.23,1.5,7.92,34.67,27.56,37.06
106.37,80.14,9.6,0.48,0.73,0.91,-1.9,0.34,0.63,6.83,25.09,33.91,44.38
74.98,42.2,12.31,-0.02,0.57,0.97,-0.44,2.78,1.05,17.74,19.53,24.99,56.44
75.2,52.55,10.8,0.54,0.89,0.96,-2.38,2.84,0.58,16.56,33.1,23.0,44.74
122.76,72.62,9.15,-0.33,0.37,1.47,-1.6,1.87,0.82,10.22,26.22,16.53,54.06
65.92,44.42,13.22,-0.26,0.82,0.7,-1.19,2.16,0.83,21.25,30.84,22.42,47.84
111.09,83.6,5.49,-0.75,0.4,1.15,-2.2,1.35,0.91,2.08,33.64,28.26,39.24
77.48,50.54,18.74,1.99,0.74,0.82,-2.6,1.36,0.88,11.27,21.41,28.03,50.27
106.4,74.46,3.6,-0.95,0.56,1.55,-1.39,1.98,0.82,9.53,35.02,20.21,44.53
83.12,55.1,12.28,0.34,0.75,1.42,-1.99,1.71,0.74,10.81,33.23,21.02,45.09
94.05,62.65,13.87,1.1,0.59,0.85,-1.67,1.63,0.52,15.71,34.38,26.4,37.75
105.91,69.02,4.77,-0.22,0.77,0.78,-2.07,0.71,0.44,12.22,32.32,22.8,43.89
111.44,69.73,7.95,1.63,0.64,0.86,-1.32,1.16,0.78,6.71,18.78,24.28,58.51
84.38,61.5,33.83,-0.52,0.81,0.95,-1.27,7.23,0.9,37.97,34.57,25.16,41.69
120.53,88.77,5.55,0.78,0.33,0.71,-0.6,1.61,0.52,10.53,31.81,24.33,43.79
118.05,91.38,14.96,-0.04,0.46,1.28,-1.2,1.42,0.8,10.99,32.33,20.41,47.69
115.65,68.08,6.83,1.4,0.61,0.85,-1.67,2.12,0.52,3.28,32.76,24.06,43.75
88.98,50.55,12.85,0.0,0.93,0.88,-1.45,1.86,0.82,9.81,30.37,15.98,50.64
77.34,61.57,9.78,-0.87,0.27,0.63,-2.23,1.75,1.37,12.32,23.25,28.91,49.81
65.99,43.76,11.19,-0.09,0.57,1.0,-1.68,1.85,1.07,20.0,28.14,25.91,41.83
71.43,50.04,11.84,0.66,0.55,1.34,-0.44,3.16,0.7,1.06,33.72,24.15,38.96
111.08,84.82,7.39,0.43,0.73,1.82,-1.26,2.25,0.59,7.35,25.94,22.82,53.54
65.78,47.5,12.15,0.2,0.52,0.72,-1.16,2.93,0.87,23.74,35.97,31.32,31.98
93.6,65.27,13.56,-0.5,0.44,1.02,-1.16,2.05,0.46,14.77,28.31,20.25,48.51
112.54,62.51,8.98,0.53,0.68,1.13,-1.3,2.07,0.6,6.97,25.98,31.25,45.57
66.59,38.69,12.15,0.77,0.65,0.42,-0.61,1.65,0.97,24.57,35.81,18.71,45.61
58.14,41.42,7.45,0.72,0.37,0.69,-1.24,3.24,0.75,19.86,30.87,21.61,48.48
64.71,37.53,14.12,-0.79,0.66,0.48,-1.13,2.32,0.72,15.05,27.87,23.67,49.43
124.8,84.14,7.06,0.74,0.35,1.28,-1.48,1.42,0.92,10.77,21.17,21.35,55.78
71.89,64.81,14.48,-0.48,0.63,1.46,-1.98,3.34,1.0,12.36,30.33,23.8,46.73
65.43,54.27,16.22,0.57,0.7,1.57,-1.53,1.5,0.64,21.75,35.85,21.25,44.56
100.33,66.22,6.88,-0.1,0.76,1.5,-0.46,0.92,0.62,4.8,25.94,28.69,45.22
107.43,72.99,6.02,0.87,0.71,1.23,-0.93,0.81,0.65,1.79,27.24,25.78,47.14
109.66,66.69,3.47,1.94,0.48,1.56,-1.37,1.77,0.46,11.76,30.98,27.44,45.34
94.45,58.69,8.33,-1.1,0.88,1.36,-1.78,3.53,0.93,12.1,31.83,27.08,42.14
68.97,45.56,14.8,-1.95,0.87,1.39,-2.21,1.72,0.86,24.82,28.37,20.22,52.17
69.65,52.97,11.65,0.88,0.35,0.97,-1.95,1.55,0.93,11.97,33.24,25.66,45.0
107.46,61.97,30.0,1.92,0.62,1.29,-1.24,6.01,0.77,25.69,30.1,27.11,42.49
94.87,73.19,15.14,0.39,0.86,0.89,-1.73,1.05,1.37,16.12,24.51,27.63,49.95
69.62,46.51,14.22,-0.03,0.42,1.91,-1.37,2.3,0.6,17.88,22.53,30.82,43.59
59.76,34.03,12.87,-0.05,0.46,0.45,-0.87,2.31,1.13,11.48,24.28,28.98,47.8
108.64,72.43,9.01,0.99,0.38,0.98,-1.77,0.66,0.89,14.62,29.82,28.53,40.55
55.43,41.29,10.24,-1.04,0.47,1.73,-1.6,1.76,0.5,18.5,31.17,27.77,40.24
122.07,70.84,7.37,-1.52,0.55,1.33,-0.91,2.71,0.82,8.12,31.21,23.62,44.81
80.82,58.44,11.53,-0.87,0.32,0.98,-1.27,3.46,1.0,20.58,33.89,20.97,45.7
63.29,54.78,18.79,1.38,0.86,1.55,-1.45,2.74,0.26,18.78,28.34,24.84,42.6
65.39,46.56,5.94,0.11,0.38,0.81,-1.2,2.02,0.94,13.77,30.91,32.18,35.1
75.71,45.12,12.94,0.07,0.86,0.97,-1.85,2.7,0.84,7.25,31.28,26.91,40.95
102.13,80.27,16.91,1.84,0.49,1.7,-0.91,3.13,0.52,15.12,29.71,23.55,44.84
64.67,48.93,7.0,0.32,0.75,0.84,-1.12,1.8,1.19,17.24,27.62,26.63,44.67
91.0,78.58,8.75,-0.49,0.33,2.22,-1.41,1.8,1.04,16.27,34.87,20.39,43.6
95.79,60.12,12.49,-0.81,0.34,1.97,-1.43,0.51,0.78,5.26,24.66,24.25,53.08
82.51,46.73,13.22,-1.18,0.71,1.7,-1.27,4.17,1.61,18.46,26.59,20.37,48.69
113.32,75.95,9.05,-1.02,0.52,0.97,-2.39,1.65,0.47,4.29,27.24,26.13,48.86
88.05,65.78,10.53,0.79,0.43,1.38,-1.17,3.36,0.71,9.81,26.32,26.75,43.69
80.89,62.58,16.71,1.36,0.68,1.49,-1.4,2.55,0.52,14.15,36.3,18.96,47.63
80.77,52.22,11.43,1.09,0.26,1.54,-0.42,3.0,0.52,12.36,28.23,17.11,51.77
99.6,57.26,7.16,-0.37,0.89,1.12,-1.38,2.21,0.34,8.61,36.26,24.74,40.19
64.85,39.69,10.13,-0.15,0.44,1.84,-0.84,2.94,0.52,20.72,36.13,18.58,41.66
119.5,82.82,12.34,0.72,0.7,0.71,-0.91,2.47,0.62,7.65,28.14,28.39,42.04
73.08,58.59,18.67,0.42,0.41,0.8,-2.22,2.71,1.19,16.18,27.18,29.56,44.53
69.4,50.71,11.0,0.67,0.68,1.38,-1.6,2.29,0.52,19.72,30.7,22.53,48.06
116.04,74.96,6.39,0.68,0.68,1.43,-1.7,1.91,0.39,5.1,24.88,28.42,48.89
110.47,89.96,12.64,0.42,1.04,1.94,-0.87,0.94,0.63,3.18,31.19,25.28,44.42
68.66,40.36,15.63,0.15,0.27,1.38,-1.52,3.79,0.78,16.71,38.49,22.73,38.81
103.41,77.55,2.51,-1.04,0.81,1.48,-0.76,1.14,0.85,9.5,27.72,27.62,47.25
66.02,47.2,8.77,-0.52,0.29,1.61,-1.13,2.23,0.45,14.84,25.56,25.36,47.06
42.89,37.25,16.17,0.98,0.54,0.42,-1.58,1.66,1.16,24.89,33.35,22.48,45.2
62.29,42.61,10.94,0.77,0.45,1.8,-0.76,3.39,1.25,17.23,32.38,24.23,46.53
84.42,56.6,7.65,-0.97,0.7,0.97,-0.94,1.71,0.89,22.6,33.67,23.71,41.85
61.9,44.37,12.21,1.26,0.27,1.52,-0.93,1.64,0.77,10.11,28.65,25.77,46.55
49.78,30.47,12.51,1.27,0.49,0.91,-1.71,3.59,0.75,24.79,30.94,24.3,40.78
55.03,36.9,14.94,1.11,0.53,1.17,-1.4,1.66,0.94,27.03,27.71,23.41,47.2
67.42,49.75,30.75,0.12,0.2,2.07,-0.97,7.33,1.04,44.09,35.4,20.23,45.93
71.72,39.16,9.92,-0.68,0.56,0.54,-0.85,2.24,0.69,29.93,35.45,27.09,37.08
113.42,73.2,13.93,-1.58,0.74,0.81,-0.0,1.84,0.92,11.35,29.49,27.99,40.81
128.47,73.68,3.67,1.44,0.56,1.35,-1.91,2.44,0.78,1.25,29.48,20.1,49.13
42.66,33.61,15.68,-0.8,0.64,1.39,-1.7,2.04,0.44,17.9,34.18,33.15,33.32
53.74,35.42,13.7,1.04,0.45,1.79,-1.35,2.99,1.24,25.04,26.41,19.92,54.71
72.23,51.13,11.39,-1.99,0.58,0.47,-1.74,2.26,1.12,16.07,27.96,32.65,40.75
108.1,71.21,12.13,1.03,0.5,0.93,-1.67,0.38,0.67,6.35,28.94,25.36,44.73
89.22,63.47,11.17,-0.08,0.99,1.38,-0.95,2.34,0.84,9.54,34.0,27.07,38.27
100.92,76.11,10.4,0.17,0.76,1.18,-1.02,2.33,0.6,6.33,28.31,23.58,47.89
69.81,50.72,13.69,-0.67,0.52,0.79,-1.59,2.54,0.88,28.45,38.3,13.81,48.87
73.1,45.15,13.27,-0.19,0.57,0.74,-1.14,1.69,0.53,9.92,23.58,32.52,44.59
127.86,82.74,4.05,0.73,0.39,0.79,-2.25,3.05,0.83,5.86,35.15,15.72,52.47
86.73,72.65,5.93,0.14,0.66,1.25,-1.16,1.98,1.3,16.44,24.02,23.25,55.06
108.47,81.13,14.57,0.02,1.04,1.35,-2.06,2.13,1.13,9.91,27.59,20.58,49.7
108.65,91.68,3.69,0.56,0.47,1.38,-0.41,0.45,0.97,10.61,27.35,32.76,43.19
38.32,32.52,13.1,-0.3,0.84,1.32,-2.49,3.17,0.72,14.18,24.48,26.4,49.71
81.41,48.33,4.73,-0.41,0.52,0.89,-1.85,2.8,1.43,12.28,27.92,28.67,44.45
112.38,80.4,12.17,0.98,1.01,1.23,-1.59,0.9,0.83,6.52,38.53,24.69,38.84
101.4,66.21,5.93,-0.9,0.43,0.92,-0.69,1.33,0.09,8.66,26.84,23.69,48.29
81.53,58.12,9.83,-0.56,0.44,1.14,-1.8,3.45,0.99,15.58,31.25,20.61,50.38
74.88,45.48,10.25,-0.56,0.55,1.23,-0.55,1.73,0.6,29.71,30.3,27.69,43.57
101.94,62.08,12.38,-1.27,1.22,1.15,-1.9,1.47,0.56,19.94,30.0,21.42,48.9
69.86,56.04,9.86,1.09,0.62,1.29,-1.69,2.34,0.58,26.75,29.61,28.42,42.89
113.64,85.75,7.66,-0.59,0.87,1.59,-0.89,1.98,0.87,8.09,28.59,26.36,46.14
126.59,82.23,11.94,-1.11,0.67,0.61,-2.17,1.82,0.73,9.77,32.87,22.99,46.89
96.17,71.49,4.16,0.35,0.62,1.95,-1.24,4.23,1.04,17.78,35.28,22.39,42.17
123.61,72.65,6.06,0.14,0.5,1.0,-0.59,0.69,1.09,1.77,28.16,19.59,50.9
120.47,103.47,16.56,0.99,0.55,1.09,-1.85,2.73,0.4,27.56,22.76,32.96,44.26
57.66,38.63,9.21,1.72,0.45,0.88,-1.38,1.81,1.16,20.28,40.7,21.48,41.12
44.13,29.33,15.07,1.03,1.17,1.05,-0.94,1.17,1.04,25.49,33.99,19.91,48.11
67.15,38.21,8.56,0.25,0.93,1.12,-1.5,2.94,1.01,20.46,31.75,24.42,44.34
90.66,58.14,10.51,0.33,0.51,0.94,-1.06,1.58,0.43,12.44,27.63,18.34,55.51
57.67,38.71,36.96,-1.1,0.92,1.23,-0.43,5.59,0.77,15.3,28.21,24.44,45.49
103.93,74.54,19.57,0.3,0.78,1.48,-0.32,2.05,0.51,16.16,26.77,26.47,46.06
79.2,60.57,13.95,0.35,0.56,1.14,-1.8,2.11,1.25,16.36,30.83,23.36,47.35
73.88,62.66,9.7,0.86,0.23,1.64,-1.32,1.83,0.28,15.88,34.15,25.46,40.92
67.9,49.77,13.96,1.77,0.53,1.32,-1.4,3.31,0.86,18.69,34.1,20.91,44.67
59.82,33.89,12.64,0.03,0.6,1.67,-1.45,1.53,0.78,11.8,28.3,23.06,44.96
55.35,36.31,12.12,0.03,0.63,1.67,-0.24,0.45,0.87,27.01,34.42,17.86,46.24
98.56,71.73,12.42,-0.13,0.55,1.46,-0.75,1.81,0.3,14.68,28.25,26.12,45.65
59.5,42.73,12.04,0.45,0.66,1.25,-0.95,1.02,0.47,31.18,31.14,22.63,44.41
106.42,62.24,12.44,1.1,0.49,1.64,-1.87,1.4,0.81,12.79,26.53,25.07,46.79
75.2,62.8,10.49,-0.91,0.77,1.12,-1.88,3.1,0.29,20.13,32.48,25.99,44.29
123.66,79.62,7.37,-0.56,0.55,0.6,-1.71,1.11,0.89,13.02,34.87,12.98,50.78
107.3,71.37,11.81,0.42,0.73,0.79,-1.29,1.8,0.32,13.38,27.88,23.86,48.45
117.22,74.89,7.74,1.06,0.33,1.83,-1.98,1.78,0.95,6.89,29.88,23.74,45.28
69.98,48.59,12.5,1.3,0.78,1.39,-1.7,4.03,0.61,14.83,35.73,18.83,44.9
111.06,74.75,9.12,-0.55,0.38,1.42,-1.98,1.71,0.4,6.21,28.52,26.78,45.91
115.09,80.61,10.76,0.67,0.68,0.82,-1.41,1.92,0.27,9.15,30.72,29.03,42.9
90.37,74.87,12.77,1.61,1.04,1.12,-1.14,3.51,0.1,13.64,29.55,28.55,42.23
47.99,30.07,11.67,-0.43,0.43,1.18,-2.13,3.39,0.71,17.54,26.59,27.76,47.26
116.15,89.4,10.14,0.11,0.31,0.36,-2.26,0.7,0.6,9.09,23.23,26.08,52.77
89.71,65.04,15.26,1.11,0.13,1.48,-1.82,3.09,0.87,21.38,25.07,26.8,47.88
72.12,46.03,11.39,0.01,0.44,0.57,-2.2,2.34,1.59,15.94,32.49,25.95,41.68
59.92,36.61,15.02,1.7,0.88,1.35,-0.12,1.92,0.96,11.0,28.16,28.15,43.93
